nodes,lat,lon
21049,37.970314,-84.145115
21051,37.164273,-83.715473
21053,36.727258,-85.136098
21055,37.358149,-88.10501
21057,36.782372,-85.388484
21059,37.731671,-87.087139
21061,37.227514,-86.218015
21063,38.116883,-83.096116
21065,37.692449,-83.963983
21067,38.040675,-84.458274
21069,38.367848,-83.699205
21071,37.552456,-82.739724
21073,38.234919,-84.868786
21075,36.552511,-89.187659
21077,38.760103,-84.862153
21079,37.630162,-84.545856
21081,38.649167,-84.625924
21083,36.723344,-88.649897
21085,37.458577,-86.344011
21087,37.275382,-85.578483
21089,38.563562,-82.93382
21091,37.843325,-86.792761
21093,37.695836,-85.963183
21095,36.859223,-83.221497
21097,38.444578,-84.334131
21099,37.309097,-85.882123
21101,37.792542,-87.572577
21103,38.451383,-85.119647
21105,36.675896,-88.972084
21107,37.31107,-87.542196
21109,37.403458,-84.020576
21111,38.189532,-85.657624
21113,37.873291,-84.58396
21115,37.847756,-82.830121
21117,38.930503,-84.533438
21119,37.354368,-82.952546
21121,36.8885,-83.855551
21123,37.544462,-85.696841
21125,37.113268,-84.119395
21127,38.074453,-82.73829
21129,37.608116,-83.719248
21131,37.087846,-83.388617
21133,37.118536,-82.861251
21135,38.535047,-83.370143
21137,37.457174,-84.658335
21139,37.209517,-88.363426
21141,36.859607,-86.881288
21143,37.023976,-88.083391
21145,37.054111,-88.712454
21147,36.731136,-84.491052
21149,37.526707,-87.265597
21151,37.725511,-84.278362
21153,37.698983,-83.069721
21155,37.552604,-85.268959
21157,36.882017,-88.332752
21159,37.796774,-82.506623
21161,38.594137,-83.828125
21163,37.967476,-86.200863
21165,37.935501,-83.589365
21167,37.812085,-84.879695
21169,36.99243,-85.633456
21171,36.714077,-85.713508
21173,38.038109,-83.912416
21175,37.92294,-83.258944
21177,37.213816,-87.134092
21179,37.80312,-85.465931
21181,38.338031,-84.026223
21183,37.477859,-86.844871
21185,38.400127,-85.456152
21187,38.499395,-84.84159
21189,37.423622,-83.691637
21191,38.696284,-84.351943
21193,37.241282,-83.217772
21195,37.486031,-82.410912
21197,37.809907,-83.831354
21199,37.107374,-84.576953
21201,38.513473,-84.06423
21205,38.204266,-83.428079
21207,36.990587,-85.05495
21209,38.28571,-84.57834
21211,38.239011,-85.228247
21213,36.740937,-86.581793
21215,38.025411,-85.317174
21217,37.36621,-85.328059
21219,36.840338,-87.183642
21221,36.807681,-87.858652
21223,38.62004,-85.351208
21225,37.658029,-87.95165
21227,36.995634,-86.423579
21229,37.754209,-85.175416
21231,36.800772,-84.82659
21233,37.51946,-87.68479
21235,36.758024,-84.144648
21237,37.743893,-83.49511
21239,38.043103,-84.748855
22001,30.291497,-92.411037
22003,30.652744,-92.819605
22005,30.206444,-90.912502
22007,29.898853,-91.052465
22009,31.088503,-91.983275
22011,30.645018,-93.340253
22013,32.340952,-93.041151
22015,32.698481,-93.626561
22017,32.577195,-93.882423
22019,30.229559,-93.358015
22021,32.101219,-92.114231
22023,29.871812,-93.164948
22025,31.666517,-91.846703
22027,32.82716,-92.989728
22029,31.469805,-91.626315
22031,32.059248,-93.740797
22033,30.54393,-91.093131
22035,32.73017,-91.234141
22037,30.839784,-91.043434
22039,30.720693,-92.404086
22041,32.139076,-91.672371
22043,31.597787,-92.561716
22045,30.007127,-91.976784
22047,30.270628,-91.365848
22049,32.30429,-92.5617
22051,29.522281,-90.081001
22053,30.269529,-92.816221
22055,30.206507,-92.06417
22057,29.491992,-90.394849
22059,31.680083,-92.161596
22061,32.601823,-92.662303
22063,30.440419,-90.727474
22065,32.346878,-91.231932
22067,32.820008,-91.800399
22069,31.732551,-93.082611
22071,30.05342,-89.934502
22073,32.480932,-92.151581
22075,29.282447,-89.576068
22077,30.708319,-91.604621
22079,31.193204,-92.535953
22081,32.101213,-93.34905
22083,32.413158,-91.748353
22085,31.560402,-93.559579
22087,29.91811,-89.263494
22089,29.905722,-90.357855
22091,30.822539,-90.708307
22093,30.024777,-90.793956
22095,30.144068,-90.49096
22097,30.583441,-91.989274
22099,30.121433,-91.611481
22101,29.629349,-91.463804
22103,30.410022,-89.951962
22105,30.621531,-90.40663
22107,32.001489,-91.342576
22109,29.33413,-90.843674
22111,32.829349,-92.37565
22113,29.789722,-92.291568
22115,31.110563,-93.18152
22117,30.852144,-90.046253
22119,32.732152,-93.339825
22121,30.464052,-91.309808
22123,32.79248,-91.451998
22125,30.872701,-91.421008
22127,31.941187,-92.641269
23001,44.167681,-70.207435
23003,46.709193,-68.612409
23005,43.808348,-70.330375
23007,44.976724,-70.414935
23009,44.564906,-68.370703
23011,44.417012,-69.765764
23013,44.042045,-69.038514
23015,43.994781,-69.513624
23017,44.4945,-70.734421
23019,45.409284,-68.666616
23021,45.915639,-69.102231
23023,43.916845,-69.844227
23025,45.503646,-69.95611
23027,44.505834,-69.138952
23029,44.967009,-67.609354
23031,43.426019,-70.668425
24001,39.612313,-78.703104
24003,38.991617,-76.560894
24005,39.443167,-76.616569
24009,38.522719,-76.529762
24011,38.871531,-75.831662
24013,39.563331,-77.015328
24015,39.562354,-75.941585
24017,38.472853,-77.015427
24019,38.429196,-76.047433
24021,39.470214,-77.397628
24023,39.547299,-79.274619
24025,39.537429,-76.299789
24027,39.252264,-76.924406
24029,39.241279,-76.125987
24031,39.137381,-77.203063
24033,38.829288,-76.84818
24035,39.040693,-76.082405
24037,38.220289,-76.530384
24039,38.07445,-75.853323
24041,38.748349,-76.178476
24043,39.603621,-77.814671
24045,38.36737,-75.632083
24047,38.222133,-75.309931
24510,39.300032,-76.610476
25001,41.799014,-70.21188
25003,42.371493,-73.217928
25005,41.748588,-71.088894
25007,41.38097,-70.701499
25009,42.642708,-70.864909
25011,42.584504,-72.591792
25013,42.136198,-72.635648
25015,42.339459,-72.663694
25017,42.481718,-71.394916
25019,41.305878,-70.14191
25021,42.171739,-71.181111
25023,41.987196,-70.741942
25025,42.338551,-71.018253
25027,42.311693,-71.940282
26001,44.682535,-82.834078
26003,47.080077,-86.564108
26005,42.595787,-86.634745
26007,44.894954,-83.426574
26009,45.005455,-85.175639
26011,44.036833,-83.740675
26013,46.695859,-88.36181
26015,42.582811,-85.31455
26017,43.699711,-83.978701
26019,44.648621,-86.494326
26021,41.791382,-86.742543
26023,41.918455,-85.066885
26025,42.24299,-85.012385
26027,41.917243,-86.000142
26029,45.513164,-85.450392
26031,45.476022,-84.495431
26033,46.321819,-84.52063
26035,43.991137,-84.838325
26037,42.950455,-84.591695
26041,45.805229,-86.901938
26043,46.012825,-87.866123
26045,42.58953,-84.84645
26047,45.590094,-84.986822
26049,43.021077,-83.706372
26051,43.98975,-84.389816
26053,46.461513,-89.806863
26055,44.718688,-85.553848
26057,43.292326,-84.60469
26059,41.927461,-84.637479
26061,46.998427,-88.651903
26063,43.907616,-82.857045
26065,42.603534,-84.373811
26067,42.94465,-85.073766
26069,44.329482,-82.849444
26071,46.170254,-88.540526
26073,43.645233,-84.839424
26075,42.248474,-84.420868
26077,42.246266,-85.532854
26079,44.678881,-85.088992
26081,43.032497,-85.547446
26083,47.681974,-88.148797
26085,43.995187,-85.8114
26087,43.088633,-83.224325
26089,45.146182,-86.051574
26091,41.896022,-84.074356
26093,42.602532,-83.911718
26097,46.167868,-85.303762
26099,42.671553,-82.911456
26101,44.350386,-86.602967
26103,46.656596,-87.584028
26105,43.996636,-86.750814
26107,43.635295,-85.332751
26109,45.536207,-87.501811
26111,43.648203,-84.379414
26113,44.325424,-85.085471
26115,41.916097,-83.487106
26117,43.312782,-85.149468
26119,45.024134,-84.130107
26121,43.289258,-86.751892
26123,43.562712,-85.791372
26125,42.660452,-83.38421
26127,43.647255,-86.807575
26129,44.33328,-84.128073
26131,47.216602,-89.500463
26133,43.997552,-85.322283
26135,44.687257,-84.126905
26137,45.021787,-84.576603
26139,42.942461,-86.654946
26141,45.489515,-83.384019
26143,44.339517,-84.611271
26145,43.328267,-84.05541
26147,42.928803,-82.668913
26149,41.911488,-85.52287
26151,43.449155,-82.642815
26153,46.021122,-86.197029
26155,42.951545,-84.146352
26157,43.487902,-83.436618
26159,42.28215,-86.306076
26161,42.252217,-83.843423
26163,42.284664,-83.261953
26165,44.331375,-85.570046
27001,46.602446,-93.41976
27003,45.27411,-93.242723
27005,46.937629,-95.741757
27007,47.879508,-95.00505
27009,45.701225,-94.00144
27011,45.419925,-96.402226
27013,44.03371,-94.064012
27015,44.246541,-94.733647
27017,46.603818,-92.671044
27019,44.82132,-93.800091
27021,46.951745,-94.333705
27023,45.028625,-95.564108
27025,45.505444,-92.903849
27027,46.898377,-96.494901
27029,47.575873,-95.371117
27031,47.538569,-90.290189
27033,44.010639,-95.183152
27035,46.491653,-94.070718
27037,44.670893,-93.062481
27039,44.020706,-92.869353
27041,45.936829,-95.462156
27043,43.676522,-93.947234
27045,43.679187,-92.093937
27047,43.674202,-93.350289
27049,44.406178,-92.716
27051,45.930743,-96.010699
27053,45.006121,-93.475228
27055,43.66699,-91.501556
27057,47.095551,-94.91329
27059,45.562431,-93.296339
27061,47.490817,-93.611102
27063,43.671111,-95.149731
27065,45.94776,-93.297788
27067,45.152714,-95.004981
27069,48.77604,-96.780349
27071,48.245374,-93.782896
27073,44.999856,-96.176836
27075,47.517111,-91.411704
27077,48.7681,-94.904633
27079,44.373424,-93.730143
27081,44.408238,-96.272032
27083,44.409195,-95.847268
27085,44.821657,-94.272323
27087,47.328387,-95.811089
27089,48.362728,-96.357761
27091,43.677118,-94.537252
27093,45.123155,-94.527346
27095,45.929043,-93.632996
27097,46.020484,-94.266619
27099,43.666249,-92.759514
27101,44.015594,-95.761581
27103,44.35882,-94.245684
27105,43.677686,-95.763132
27107,47.329453,-96.463776
27109,43.999499,-92.410099
27111,46.405727,-95.714581
27113,48.069247,-96.037725
27115,46.10094,-92.763094
27117,44.015361,-96.257015
27119,47.774254,-96.400027
27121,45.589623,-95.446705
27123,45.015204,-93.099965
27125,47.865487,-96.08718
27127,44.403536,-95.254241
27129,44.723697,-94.955617
27131,44.350734,-93.298505
27133,43.669587,-96.263238
27135,48.761068,-95.821504
27137,47.578635,-92.51457
27139,44.651805,-93.533731
27141,45.453176,-93.76913
27143,44.575734,-94.230123
27145,45.555235,-94.610482
27147,44.015261,-93.220453
27149,45.593461,-95.992315
27151,45.27581,-95.690124
27153,46.066569,-94.900576
27155,45.769935,-96.474832
27157,44.289693,-92.23334
27159,46.586986,-94.988608
27161,44.01846,-93.589844
27163,45.037929,-92.890117
27165,43.978109,-94.613798
27167,46.362335,-96.476657
27169,43.982268,-91.776708
27171,45.175091,-93.966396
27173,44.715736,-95.862756
28001,31.486224,-91.351797
28003,34.886569,-88.581109
28005,31.203933,-90.795542
28007,33.090468,-89.588622
28009,34.810518,-89.200285
28011,33.799139,-90.88412
28013,33.936634,-89.337114
28015,33.440795,-89.918887
28017,33.933277,-88.947558
28019,33.345964,-89.251332
28021,31.97281,-90.915424
28023,32.045374,-88.687976
28025,33.65967,-88.782468
28027,34.22867,-90.603165
28029,31.866915,-90.448758
28031,31.633331,-89.548897
28033,34.874266,-89.99324
28035,31.18858,-89.259447
28037,31.477773,-90.895457
28039,30.855431,-88.642268
28041,31.212845,-88.634811
28043,33.770031,-89.80274
28045,30.391641,-89.482791
28047,30.416536,-89.083376
28049,32.267788,-90.466017
28051,33.125942,-90.091197
28053,33.130996,-90.523421
28055,32.755539,-91.003535
28057,34.281075,-88.363127
28059,30.456005,-88.625101
28061,32.016989,-89.11943
28063,31.733633,-91.043878
28065,31.564808,-89.827086
28067,31.616601,-89.168532
28069,32.750136,-88.625631
28071,34.353078,-89.485385
28073,31.197586,-89.506369
28075,32.403998,-88.660449
28077,31.550009,-90.10753
28079,32.76063,-89.52225
28081,34.29237,-88.682439
28083,33.54979,-90.294934
28085,31.535216,-90.453566
28087,33.471424,-88.439723
28089,32.63437,-90.03416
28091,31.230167,-89.821712
28093,34.76619,-89.504231
28095,33.89003,-88.485038
28097,33.500714,-89.639625
28099,32.752518,-89.119274
28101,32.40197,-89.118412
28103,33.106508,-88.566004
28105,33.422313,-88.876151
28107,34.365205,-89.963065
28109,30.774793,-89.586904
28111,31.169307,-88.988755
28113,31.177516,-90.397725
28115,34.227081,-89.037239
28117,34.620566,-88.522184
28119,34.252833,-90.290171
28121,32.267123,-89.946063
28123,32.411959,-89.533486
28125,32.892395,-90.827613
28127,31.902505,-89.917709
28129,32.019029,-89.494876
28131,30.790184,-89.112297
28133,33.605529,-90.59509
28135,33.954529,-90.172243
28137,34.649553,-89.943105
28139,34.763618,-88.918819
28141,34.737697,-88.236064
28143,34.652201,-90.37177
28145,34.489533,-89.002339
28147,31.164492,-90.103431
28149,32.356095,-90.852384
28151,33.273174,-90.944446
28153,31.642503,-88.678214
28155,33.612061,-89.283961
28157,31.161091,-91.324617
28159,33.078724,-89.037391
28161,34.030666,-89.703807
28163,32.765675,-90.387928
29001,40.190666,-92.603592
29003,39.988863,-94.803551
29005,40.431846,-95.437555
29007,39.214481,-91.843418
29009,36.699376,-93.834334
29011,37.500799,-94.344089
29013,38.257217,-94.339246
29015,38.301036,-93.287942
29017,37.318427,-90.024645
29019,38.989861,-92.310202
29021,39.660369,-94.808173
29023,36.71518,-90.40313
29025,39.658998,-93.979179
29027,38.835547,-91.923446
29029,38.026527,-92.765327
29031,37.384141,-89.685658
29033,39.427375,-93.500227
29035,36.944858,-90.945705
29037,38.646474,-94.354547
29039,37.733655,-93.850014
29041,39.517968,-92.96162
29043,36.969739,-93.187614
29045,40.407275,-91.729472
29047,39.315551,-94.421502
29049,39.608723,-94.395803
29051,38.503233,-92.280027
29053,38.845386,-92.812323
29055,37.96656,-91.313933
29057,37.43235,-93.854878
29059,37.683583,-93.033815
29061,39.962839,-93.970053
29063,39.894665,-94.40719
29065,37.603072,-91.489717
29067,36.946517,-92.515892
29069,36.306905,-90.065394
29071,38.413003,-91.072832
29073,38.441183,-91.50578
29075,40.208127,-94.405321
29077,37.258196,-93.340641
29079,40.112541,-93.565054
29081,40.34562,-93.992582
29083,38.386491,-93.792628
29085,37.93691,-93.322988
29087,40.095724,-95.219072
29089,39.143365,-92.695926
29091,36.774369,-91.887368
29093,37.594364,-90.984682
29095,39.005336,-94.343165
29097,37.205197,-94.337259
29099,38.25763,-90.543681
29101,38.741528,-93.811863
29103,40.136856,-92.146835
29105,37.659698,-92.594843
29107,39.068705,-93.802639
29109,37.10659,-93.830551
29111,40.084559,-91.728803
29113,39.062255,-90.962916
29115,39.86444,-93.108019
29117,39.778587,-93.548201
29119,36.630218,-94.343956
29121,39.829795,-92.56434
29123,37.474481,-90.343413
29125,38.162615,-91.923601
29127,39.807538,-91.635379
29129,40.421413,-93.567631
29131,38.21668,-92.429876
29133,36.826264,-89.295929
29135,38.633037,-92.583642
29137,39.49827,-92.006458
29139,38.935184,-91.465427
29141,38.420806,-92.874835
29143,36.594261,-89.655948
29145,36.908371,-94.335034
29147,40.361136,-94.883146
29149,36.68531,-91.401827
29151,38.464253,-91.859504
29153,36.64959,-92.458549
29155,36.209916,-89.785942
29157,37.71113,-89.802125
29159,38.727367,-93.285207
29161,37.866326,-91.790349
29163,39.339959,-91.171607
29165,39.378696,-94.761472
29167,37.616761,-93.400817
29169,37.824835,-92.207022
29171,40.478606,-93.014531
29173,39.553455,-91.524787
29175,39.439249,-92.492959
29177,39.308401,-93.995746
29179,37.366464,-90.972282
29181,36.65017,-90.874834
29183,38.781102,-90.674915
29185,38.04223,-93.77656
29186,37.885845,-90.161531
29187,37.810707,-90.473868
29189,38.640688,-90.446073
29195,39.13584,-93.204164
29197,40.469361,-92.519016
29199,40.447686,-92.142824
29201,37.047793,-89.568098
29203,37.152498,-91.391328
29205,39.797531,-92.088719
29207,36.851557,-89.947481
29209,36.751004,-93.473701
29211,40.209587,-93.109783
29213,36.649827,-93.042819
29215,37.314257,-91.964478
29217,37.850196,-94.341597
29219,38.761902,-91.159306
29221,37.942611,-90.897018
29223,37.111074,-90.453931
29225,37.280804,-92.87608
29227,40.480499,-94.419198
29229,37.267633,-92.479989
29510,38.635699,-90.244582
30001,45.133863,-112.892869
30003,45.407869,-107.518163
30005,48.428282,-108.967648
30007,46.329849,-111.497873
30009,45.224468,-109.028554
30011,45.516825,-104.515324
30013,47.316575,-111.350262
30015,47.886834,-110.4362
30017,46.261414,-105.550352
30019,48.794429,-105.541739
30021,47.26613,-104.898271
30023,46.094672,-113.141624
30025,46.318184,-104.405718
30027,47.225221,-109.232138
30029,48.314678,-114.054295
30031,45.518054,-111.163921
30033,47.267184,-106.995991
30035,48.705671,-112.990502
30037,46.380624,-109.174586
30039,46.395955,-113.427356
30041,48.631959,-110.106321
30043,46.124232,-112.059428
30045,47.032558,-110.30532
30047,47.642901,-114.083687
30049,47.132013,-112.373367
30051,48.559654,-111.036924
30053,48.552385,-115.463185
30055,47.629628,-105.757222
30057,45.32529,-111.913791
30059,46.5857,-110.92174
30061,47.151942,-115.065627
30063,47.027263,-113.892691
30065,46.505281,-108.439763
30067,45.421429,-110.53276
30069,47.141917,-108.226575
30071,48.250143,-107.928897
30073,48.228604,-112.220761
30075,45.408926,-105.555344
30077,46.844225,-112.9311
30079,46.812384,-105.503994
30081,46.077744,-114.105795
30083,47.785633,-104.563408
30085,48.282747,-104.99517
30087,46.173233,-106.666746
30089,47.756497,-115.180306
30091,48.705523,-104.533913
30093,45.896232,-112.660071
30095,45.658545,-109.381576
30097,45.811292,-109.944796
30099,47.819035,-112.281725
30101,48.645125,-111.733472
30103,46.229441,-107.285772
30105,48.34985,-106.670424
30107,46.497047,-109.857147
30109,46.962966,-104.274518
30111,45.936987,-108.276656
31001,40.520632,-98.500044
31003,42.183225,-98.058037
31005,41.57193,-101.695917
31007,41.53975,-103.726263
31009,41.931945,-99.996407
31011,41.703934,-98.070476
31013,42.21038,-103.081779
31015,42.894448,-98.773022
31017,42.359562,-99.92392
31019,40.855226,-99.074983
31021,41.854179,-96.337746
31023,41.226072,-97.132039
31025,40.909878,-96.140609
31027,42.60456,-97.25687
31029,40.53039,-101.694192
31031,42.571323,-101.047653
31033,41.214236,-103.011929
31035,40.523669,-98.050858
31037,41.57496,-97.088945
31039,41.915865,-96.788517
31041,41.393893,-99.726866
31043,42.391645,-96.561356
31045,42.711214,-103.134872
31047,40.867378,-99.815154
31049,41.111903,-102.332609
31051,42.48528,-96.855862
31053,41.577008,-96.645853
31055,41.297091,-96.154066
31057,40.180165,-101.681133
31059,40.52504,-97.596705
31061,40.183203,-98.96208
31063,40.530947,-100.406683
31065,40.191865,-99.909663
31067,40.255234,-96.683453
31069,41.633364,-102.302985
31071,41.906868,-98.951231
31073,40.509095,-99.823206
31075,41.913957,-101.755965
31077,41.567571,-98.530565
31079,40.866027,-98.502664
31081,40.872817,-98.022329
31083,40.178766,-99.403418
31085,40.537234,-101.047963
31087,40.176896,-101.044217
31089,42.459287,-98.784766
31091,41.920317,-101.117324
31093,41.216851,-98.513342
31095,40.175736,-97.143103
31097,40.39501,-96.265367
31099,40.50912,-98.947602
31101,41.194245,-101.644449
31103,42.87548,-99.718351
31105,41.199274,-103.703153
31107,42.634404,-97.891349
31109,40.783547,-96.688658
31111,41.050322,-100.744481
31113,41.542155,-100.443665
31115,41.903183,-99.509852
31117,41.648414,-101.120851
31119,41.909929,-97.606856
31121,41.16979,-98.031057
31123,41.732204,-102.990594
31125,41.402385,-97.991408
31127,40.387389,-95.852721
31129,40.176492,-98.046842
31131,40.637992,-96.131027
31133,40.13785,-96.245225
31135,40.857646,-101.627468
31137,40.516365,-99.406557
31139,42.271413,-97.610992
31141,41.576866,-97.513467
31143,41.187925,-97.570663
31145,40.16942,-100.468576
31147,40.123743,-95.718603
31149,42.394749,-99.420851
31151,40.516802,-97.131755
31153,41.115064,-96.109125
31155,41.223388,-96.642097
31157,41.850331,-103.701549
31159,40.871944,-97.140383
31161,42.512289,-102.36828
31163,41.218743,-98.972849
31165,42.470668,-103.73217
31167,41.905045,-97.177109
31169,40.173845,-97.596263
31171,41.85573,-100.524703
31173,42.154061,-96.533943
31175,41.564094,-98.983484
31177,41.533973,-96.224577
31179,42.210746,-97.126243
31181,40.180646,-98.49859
31183,41.922575,-98.520853
31185,40.873056,-97.596742
32001,39.53771,-118.264166
32003,36.214257,-115.013812
32005,38.905129,-119.609019
32007,41.141133,-115.351424
32009,37.778966,-117.632382
32011,39.977788,-116.272208
32013,41.407914,-118.127591
32015,39.90021,-117.04724
32017,37.634605,-114.863037
32019,39.022213,-119.197425
32021,38.516647,-118.416279
32023,37.965864,-116.459011
32027,40.439639,-118.409477
32029,39.438385,-119.524646
32031,40.73132,-119.663269
32033,39.418234,-114.900605
32510,39.15306,-119.747368
33001,43.519109,-71.425366
33003,43.867774,-71.20156
33005,42.92546,-72.248183
33007,44.652548,-71.289431
33009,43.926439,-71.842424
33011,42.911532,-71.723055
33013,43.299579,-71.680041
33015,42.988664,-71.09908
33017,43.293272,-71.035589
33019,43.361188,-72.222084
34001,39.469355,-74.633759
34003,40.959698,-74.074727
34005,39.875786,-74.663006
34007,39.802407,-74.961249
34009,39.085841,-74.846354
34011,39.328434,-75.121628
34013,40.7874,-74.246292
34015,39.722875,-75.145679
34017,40.731375,-74.078601
34019,40.565283,-74.911969
34021,40.282503,-74.703724
34023,40.439621,-74.40743
34025,40.287048,-74.152446
34027,40.858896,-74.547292
34029,39.865669,-74.258864
34031,41.03789,-74.29828
34033,39.573828,-75.357356
34035,40.565527,-74.619938
34037,41.137461,-74.691914
34039,40.659871,-74.308696
34041,40.853491,-75.009498
35001,35.053628,-106.66908
35003,33.901621,-108.391928
35005,33.361604,-104.469837
35006,34.928272,-107.99268
35007,36.612964,-104.64011
35009,34.572984,-103.346055
35011,34.359273,-104.368696
35013,32.349919,-106.834968
35015,32.457835,-104.306434
35017,32.732087,-108.381504
35019,34.869782,-104.784968
35021,35.858516,-103.847925
35023,31.898052,-108.751929
35025,32.795687,-103.413271
35027,33.740841,-105.449805
35028,35.870047,-106.307968
35029,32.184523,-107.747191
35031,35.583878,-108.253266
35033,35.982841,-104.921898
35035,32.615599,-105.751308
35037,35.107018,-103.548071
35039,36.509669,-106.693983
35041,34.021207,-103.483004
35043,35.685091,-106.883119
35045,36.511624,-108.324578
35047,35.476859,-104.803519
35049,35.51453,-105.963972
35051,33.119468,-107.188161
35053,33.991658,-106.939136
35055,36.576529,-105.637986
35057,34.554978,-105.890557
35059,36.488085,-103.475723
35061,34.71684,-106.806582
36001,42.58824,-73.97401
36003,42.247853,-78.026153
36005,40.848711,-73.852939
36007,42.161977,-75.830283
36009,42.239099,-78.662332
36011,43.008546,-76.574587
36013,42.304216,-79.407595
36015,42.15528,-76.747179
36017,42.478024,-75.602241
36019,44.752712,-73.705643
36021,42.247729,-73.626806
36023,42.594039,-76.07624
36025,42.193986,-74.966728
36027,41.75477,-73.740041
36029,42.752759,-78.778192
36031,44.109601,-73.778431
36033,44.594376,-74.31067
36035,43.115609,-74.423678
36037,43.00091,-78.192778
36039,42.279821,-74.142025
36041,43.657879,-74.502456
36043,43.407489,-75.011683
36045,43.996389,-76.052968
36047,40.635045,-73.95064
36049,43.782681,-75.44414
36051,42.727485,-77.769779
36053,42.910026,-75.663575
36055,43.464484,-77.664658
36057,42.900891,-74.435357
36059,40.729612,-73.589414
36061,40.776642,-73.970187
36063,43.456731,-78.792142
36065,43.242727,-75.434282
36067,43.006516,-76.196134
36069,42.856357,-77.303497
36071,41.40241,-74.306252
36073,43.502287,-78.229726
36075,43.461443,-76.209262
36077,42.629776,-75.028841
36079,41.427907,-73.743861
36081,40.658566,-73.838017
36083,42.710421,-73.513845
36085,40.561263,-74.1399
36087,41.154628,-74.024662
36089,44.488112,-75.074311
36091,43.106135,-73.855387
36093,42.817552,-74.043559
36095,42.591294,-74.438172
36097,42.419776,-76.938603
36099,42.782294,-76.827088
36101,42.266725,-77.385525
36103,40.943554,-72.692218
36105,41.719993,-74.771577
36107,42.178057,-76.297456
36109,42.453006,-76.473483
36111,41.947212,-74.265458
36113,43.555105,-73.838139
36115,43.312377,-73.439428
36117,43.458758,-77.063164
36119,41.152686,-73.745753
36121,42.701363,-78.228567
36123,42.638237,-77.104324
37001,36.043954,-79.400573
37003,35.920951,-81.177467
37005,36.489356,-81.132299
37007,34.974972,-80.109763
37009,36.443469,-81.499334
37011,36.07209,-81.920285
37013,35.482313,-76.842014
37015,36.059043,-76.962364
37017,34.591938,-78.539489
37019,34.038754,-78.227765
37021,35.609371,-82.530423
37023,35.746182,-81.70618
37025,35.388346,-80.552728
37027,35.966395,-81.512541
37029,36.342344,-76.162488
37031,34.858343,-76.53586
37033,36.394298,-79.339609
37035,35.661883,-81.214906
37037,35.704994,-79.251454
37039,35.13715,-84.061449
37041,36.128979,-76.602752
37043,35.052997,-83.752264
37045,35.33463,-81.557114
37047,34.261602,-78.639308
37049,35.116829,-77.08132
37051,35.050192,-78.828719
37053,36.372174,-75.941224
37055,35.606269,-75.767536
37057,35.795131,-80.207107
37059,35.929355,-80.542552
37061,34.934403,-77.933543
37063,36.033828,-78.878125
37065,35.917077,-77.602742
37067,36.132466,-80.256961
37069,36.088241,-78.28309
37071,35.293344,-81.177256
37073,36.442135,-76.702355
37075,35.348364,-83.830915
37077,36.299884,-78.657634
37079,35.481959,-77.681688
37081,36.079065,-79.788665
37083,36.251438,-77.644842
37085,35.368635,-78.87161
37087,35.558882,-82.981307
37089,35.336415,-82.479741
37091,36.363517,-76.981616
37093,35.017233,-79.241964
37095,35.408157,-76.153687
37097,35.806249,-80.87452
37099,35.281052,-83.119962
37101,35.513419,-78.367348
37103,35.032268,-77.356195
37105,35.476336,-79.172117
37107,35.240068,-77.63551
37109,35.488491,-81.226892
37111,35.682271,-82.048044
37113,35.152959,-83.421901
37115,35.864207,-82.71263
37117,35.847301,-77.119602
37119,35.246862,-80.833832
37121,36.013102,-82.163554
37123,35.334415,-79.906602
37125,35.308272,-79.492725
37127,35.965945,-77.987555
37129,34.183442,-77.864209
37131,36.421774,-77.398352
37133,34.763109,-77.499469
37135,36.062526,-79.120034
37137,35.147575,-76.665268
37139,36.265199,-76.260691
37141,34.512556,-77.888106
37143,36.180897,-76.403244
37145,36.38635,-78.965623
37147,35.59249,-77.372739
37149,35.277901,-82.167621
37151,35.709915,-79.806215
37153,35.004636,-79.755695
37155,34.63921,-79.100881
37157,36.381806,-79.782754
37159,35.641355,-80.521721
37161,35.402747,-81.919582
37163,34.989298,-78.371174
37165,34.840023,-79.477337
37167,35.310449,-80.254374
37169,36.393505,-80.266214
37171,36.415416,-80.686463
37173,35.568849,-83.465614
37175,35.210103,-82.816666
37177,35.87042,-76.165345
37179,34.99182,-80.530426
37181,36.365481,-78.405434
37183,35.789846,-78.650624
37185,36.398105,-78.099899
37187,35.844713,-76.572291
37189,36.235368,-81.709888
37191,35.35419,-78.00867
37193,36.208883,-81.166095
37195,35.700357,-77.921598
37197,36.158765,-80.665164
37199,35.889326,-82.303954
38001,46.096815,-102.533198
38003,46.94255,-98.070195
38005,48.071743,-99.351152
38007,47.007044,-103.364016
38009,48.794412,-100.831257
38011,46.110144,-103.505943
38013,48.786453,-102.520087
38015,46.978829,-100.469533
38017,46.927003,-97.252375
38019,48.768439,-98.46379
38021,46.107756,-98.496518
38023,48.814754,-103.509326
38025,47.354557,-102.612322
38027,47.723436,-98.900474
38029,46.284255,-100.237842
38031,47.471431,-98.872876
38033,46.938924,-103.844612
38035,47.926003,-97.450851
38037,46.357827,-101.639049
38039,47.456334,-98.232286
38041,46.435704,-102.454238
38043,46.938273,-99.731198
38045,46.464195,-98.526057
38047,46.469278,-99.504585
38049,48.233842,-100.633267
38051,46.108682,-99.416487
38053,47.742475,-103.403215
38055,47.530459,-101.353087
38057,47.307147,-101.833328
