nodes,lat,lon
8069,40.658093,-105.486764
8071,37.318831,-104.04411
8073,38.99374,-103.507555
8075,40.728091,-103.090464
8077,39.019524,-108.460571
8079,37.549067,-107.003236
8081,40.610864,-108.217154
8083,37.338025,-108.595786
8085,38.407507,-108.266282
8087,40.263159,-103.81221
8089,37.88417,-103.72126
8091,38.154731,-107.78848
8093,39.118914,-105.717648
8095,40.594712,-102.345105
8097,39.217538,-106.916159
8099,37.958181,-102.392161
8101,38.170658,-104.489892
8103,39.972622,-108.200716
8105,37.485853,-106.453128
8107,40.483664,-106.987702
8109,38.031651,-106.234666
8111,37.781049,-107.670257
8113,38.009319,-108.427263
8115,40.871568,-102.355358
8117,39.621023,-106.137555
8119,38.869976,-105.187365
8121,39.96579,-103.209744
8123,40.555961,-104.383666
8125,40.00077,-102.421649
9001,41.227413,-73.367061
9003,41.806053,-72.732916
9005,41.791883,-73.235404
9007,41.433003,-72.52278
9009,41.349718,-72.900203
9011,41.472652,-72.108634
9013,41.858081,-72.340978
9015,41.824999,-71.990702
10001,39.097088,-75.502982
10003,39.575915,-75.644132
10005,38.673227,-75.337024
11001,38.904247,-77.016517
12001,29.67574,-82.357221
12003,30.324442,-82.302284
12005,30.238218,-85.63168
12007,29.952386,-82.166679
12009,28.298311,-80.700333
12011,26.193535,-80.476683
12013,30.388801,-85.197915
12015,26.868974,-81.941278
12017,28.84364,-82.52481
12019,29.986584,-81.865036
12021,26.118786,-81.400955
12023,30.221651,-82.623371
12027,27.190581,-81.806253
12029,29.580899,-83.195666
12031,30.335245,-81.648113
12033,30.611638,-87.3389
12035,29.474891,-81.286253
12037,29.810176,-84.799174
12039,30.578687,-84.612607
12041,29.723456,-82.795801
12043,26.95481,-81.19082
12045,29.907257,-85.256537
12047,30.491187,-82.951071
12049,27.492846,-81.82158
12051,26.539967,-81.152114
12053,28.573043,-82.466227
12055,27.34108,-81.342353
12057,27.906607,-82.349719
12059,30.862007,-85.815939
12061,27.700528,-80.574789
12063,30.789249,-85.208814
12065,30.424558,-83.890859
12067,29.990066,-83.17851
12069,28.764113,-81.712282
12071,26.559035,-81.891994
12073,30.45931,-84.2778
12075,29.284457,-82.783462
12077,30.259849,-84.86858
12079,30.447233,-83.470416
12081,27.481682,-82.368767
12083,29.202805,-82.0431
12085,27.083604,-80.398201
12086,25.61058,-80.497099
12087,24.768883,-80.95327
12089,30.605963,-81.765087
12091,30.665851,-86.594187
12093,27.385592,-80.887388
12095,28.514391,-81.323284
12097,28.059027,-81.139312
12099,26.649126,-80.448354
12101,28.307711,-82.464832
12103,27.903108,-82.739519
12105,27.953649,-81.693534
12107,29.593896,-81.732039
12109,29.890487,-81.40004
12111,27.379814,-80.443536
12113,30.701269,-87.01289
12115,27.184386,-82.365835
12117,28.690092,-81.131989
12119,28.714101,-82.074347
12121,30.189244,-82.992754
12123,30.009908,-83.609483
12125,30.05428,-82.366918
12127,29.057769,-81.161792
12129,30.139432,-84.374846
12131,30.631211,-86.176614
12133,30.602217,-85.662797
13001,31.739712,-82.290103
13003,31.296806,-82.878151
13005,31.55021,-82.451433
13007,31.31958,-84.454881
13009,33.05949,-83.255457
13011,34.351922,-83.498441
13013,33.992009,-83.712303
13015,34.240917,-84.838188
13017,31.740772,-83.147197
13019,31.288652,-83.22787
13021,32.808845,-83.694194
13023,32.435403,-83.331717
13027,30.822934,-83.581905
13029,32.017969,-81.438543
13031,32.391711,-81.744021
13033,33.060181,-82.000164
13035,33.290355,-83.958221
13037,31.521279,-84.62629
13039,30.913358,-81.642019
13043,32.40395,-82.071266
13045,33.582237,-85.080527
13047,34.900218,-85.139386
13049,30.779904,-82.139644
13051,31.980404,-81.085184
13053,32.347445,-84.788021
13055,34.474178,-85.345289
13057,34.244317,-84.475057
13059,33.952185,-83.367152
13061,31.619831,-84.992583
13063,33.542686,-84.355573
13065,30.917653,-82.702614
13067,33.93993,-84.574112
13069,31.549245,-82.84494
13071,31.189707,-83.769773
13073,33.547631,-82.252296
13075,31.152516,-83.429445
13077,33.352897,-84.762138
13079,32.709428,-83.979187
13081,31.915148,-83.753531
13083,34.852424,-85.506201
13085,34.442608,-84.173261
13087,30.880643,-84.58389
13089,33.770661,-84.226343
13091,32.164369,-83.167866
13093,32.151995,-83.807167
13095,31.532588,-84.20904
13097,33.701242,-84.767314
13099,31.324191,-84.906723
13101,30.714008,-82.897376
13103,32.36168,-81.343372
13105,34.116413,-82.841909
13107,32.5911,-82.299763
13109,32.153083,-81.890153
13111,34.866543,-84.317331
13113,33.412717,-84.493941
13115,34.263692,-85.213685
13117,34.225143,-84.127408
13119,34.375266,-83.227532
13121,33.790034,-84.468182
13123,34.690506,-84.454624
13125,33.227491,-82.606913
13127,31.21271,-81.49645
13129,34.509667,-84.873862
13131,30.875908,-84.24508
13133,33.57674,-83.166613
13135,33.959146,-84.023087
13137,34.634392,-83.525875
13139,34.317569,-83.8185
13141,33.26922,-83.000465
13143,33.795165,-85.220063
13145,32.731549,-84.912432
13147,34.348733,-82.96329
13149,33.291347,-85.137886
13151,33.452947,-84.154021
13153,32.458287,-83.662522
13155,31.604306,-83.277037
13157,34.130905,-83.562557
13159,33.316981,-83.689151
13161,31.811615,-82.636825
13163,33.058176,-82.420004
13165,32.794563,-81.971524
13167,32.694584,-82.66397
13169,33.021664,-83.562196
13171,33.07444,-84.146689
13173,31.038197,-83.063164
13175,32.39322,-82.926317
13177,31.818419,-84.146681
13179,31.807458,-81.457871
13181,33.792151,-82.448299
13183,31.749563,-81.74287
13185,30.833145,-83.268995
13187,34.56814,-83.998925
13189,33.479623,-82.478733
13191,31.488506,-81.372289
13193,32.362686,-84.051231
13195,34.128526,-83.203737
13197,32.359312,-84.528735
13199,33.029267,-84.667058
13201,31.162931,-84.730398
13205,31.228997,-84.192038
13207,33.017435,-83.922938
13209,32.172108,-82.533349
13211,33.598696,-83.499435
13213,34.797097,-84.73799
13215,32.510197,-84.874946
13217,33.544041,-83.855184
13219,33.834125,-83.437728
13221,33.866806,-83.074081
13223,33.92103,-84.867169
13225,32.571324,-83.831978
13227,34.456746,-84.490351
13229,31.353998,-82.21037
13231,33.081224,-84.389848
13233,33.996015,-85.188338
13235,32.238803,-83.481845
13237,33.32106,-83.37179
13239,31.862938,-85.004798
13241,34.883934,-83.40487
13243,31.762651,-84.752311
13245,33.361486,-82.074998
13247,33.652081,-84.02637
13249,32.263444,-84.322708
13251,32.744751,-81.617585
13253,30.93396,-84.867685
13255,33.262348,-84.284905
13257,34.552914,-83.290216
13259,32.073225,-84.834912
13261,32.042266,-84.204294
13263,32.704603,-84.530029
13265,33.559319,-82.875272
13267,32.043768,-82.059208
13269,32.554667,-84.251426
13271,31.913641,-82.931063
13273,31.777191,-84.439446
13275,30.864619,-83.919815
13277,31.457003,-83.525931
13279,32.117812,-82.330626
13281,34.902529,-83.732264
13283,32.409586,-82.570882
13285,33.034482,-85.02836
13287,31.7248,-83.620319
13289,32.665847,-83.425879
13291,34.833333,-83.989257
13293,32.881837,-84.292283
13295,34.735802,-85.305456
13297,33.783887,-83.731829
13299,31.050881,-82.421507
13301,33.419169,-82.688012
13303,32.971843,-82.798112
13305,31.547845,-81.912376
13307,32.046691,-84.553828
13309,32.105258,-82.733849
13311,34.643776,-83.743417
13313,34.801726,-84.968541
13315,31.96272,-83.438259
13317,33.779031,-82.747921
13321,31.551773,-83.84996
15001,19.597764,-155.502443
15003,21.580023,-158.123406
15005,21.218764,-156.97401
15007,22.012038,-159.705965
15009,20.855931,-156.60155
16001,43.451477,-116.244376
16003,44.877004,-116.461624
16005,42.692921,-112.228982
16007,42.285892,-111.327517
16009,47.218451,-116.633541
16011,43.216357,-112.399206
16013,43.394192,-113.955371
16015,43.987275,-115.71511
16017,48.316796,-116.612364
16019,43.395171,-111.621878
16021,48.773131,-116.524668
16023,43.685101,-113.177631
16025,43.502552,-114.772135
16027,43.625796,-116.709058
16029,42.786072,-111.544273
16031,42.282313,-113.626328
16033,44.290218,-112.354613
16035,46.67257,-115.6535
16037,44.273351,-114.252267
16039,43.394698,-115.471205
16041,42.173609,-111.822965
16043,44.218091,-111.484429
16045,44.061473,-116.398784
16047,42.973185,-114.82142
16049,45.849644,-115.467337
16051,43.796965,-112.318588
16053,42.691395,-114.262086
16055,47.675966,-116.695922
16057,46.81892,-116.730974
16059,44.928506,-113.887042
16061,46.236328,-116.42376
16063,42.986181,-114.153899
16065,43.788614,-111.656993
16067,42.857211,-113.63984
16069,46.333791,-116.760909
16071,42.183895,-112.520449
16073,42.572851,-116.18969
16075,44.00243,-116.750238
16077,42.694126,-112.844407
16079,47.347694,-115.885092
16081,43.760994,-111.211765
16083,42.352309,-114.665639
16085,44.85596,-115.618061
16087,44.448223,-116.797792
17001,39.986052,-91.194961
17003,37.183658,-89.349516
17005,38.885924,-89.436592
17007,42.318983,-88.824295
17009,39.962069,-90.750309
17011,41.401304,-89.528377
17013,39.164262,-90.666295
17015,42.0709,-89.924189
17017,39.969202,-90.245704
17019,40.138985,-88.196975
17021,39.545524,-89.279593
17023,39.332334,-87.791683
17025,38.746819,-88.482325
17027,38.606295,-89.426228
17029,39.51368,-88.220782
17031,41.894294,-87.645455
17033,39.002787,-87.760619
17035,39.273121,-88.240619
17037,41.894612,-88.768991
17039,40.181499,-88.901853
17041,39.766078,-88.222866
17043,41.852058,-88.086039
17045,39.679037,-87.74711
17047,38.417095,-88.047941
17049,39.047945,-88.592849
17051,39.001125,-89.017923
17053,40.596539,-88.224588
17055,37.991852,-88.926321
17057,40.46524,-90.202269
17059,37.768677,-88.227964
17061,39.355439,-90.387682
17063,41.29241,-88.401054
17065,38.085227,-88.539009
17067,40.401318,-91.168801
17069,37.517852,-88.266148
17071,40.814471,-90.941246
17073,41.350021,-90.130838
17075,40.748867,-87.833601
17077,37.786096,-89.381212
17079,39.004874,-88.150763
17081,38.30078,-88.92421
17083,39.080195,-90.361385
17085,42.362391,-90.21147
17087,37.460709,-88.882131
17089,41.939594,-88.42804
17091,41.13951,-87.861117
17093,41.58814,-88.430626
17095,40.930945,-90.213792
17097,42.326441,-87.435976
17099,41.343341,-88.885931
17101,38.718954,-87.730221
17103,41.747447,-89.299362
17105,40.894376,-88.552852
17107,40.129277,-89.365309
17109,40.455808,-90.678954
17111,42.324298,-88.452245
17113,40.494559,-88.844539
17115,39.860237,-88.961529
17117,39.265914,-89.92633
17119,38.82712,-89.900227
17121,38.648236,-88.920362
17123,41.031119,-89.342371
17125,40.236993,-89.913575
17127,37.216119,-88.705658
17129,40.022569,-89.794133
17131,41.205605,-90.74177
17133,38.277983,-90.179078
17135,39.228068,-89.478141
17137,39.717668,-90.205005
17139,39.636896,-88.625726
17141,42.041884,-89.320176
17143,40.785972,-89.766993
17145,38.084381,-89.368525
17147,40.009033,-88.592355
17149,39.625106,-90.889034
17151,37.417169,-88.542374
17153,37.215615,-89.127755
17155,41.198961,-89.298347
17157,38.056515,-89.82121
17159,38.712187,-88.085452
17161,41.468421,-90.572125
17163,38.470198,-89.928546
17165,37.751508,-88.545024
17167,39.756867,-89.662425
17169,40.156905,-90.613464
17171,39.637002,-90.477771
17173,39.384926,-88.798862
17175,41.096908,-89.797411
17177,42.349726,-89.665994
17179,40.508074,-89.51626
17181,37.485652,-89.244639
17183,40.186754,-87.726778
17185,38.445821,-87.839167
17187,40.850441,-90.620223
17189,38.35314,-89.417187
17191,38.431857,-88.43243
17193,38.087326,-88.178623
17195,41.750673,-89.911005
17197,41.448474,-87.978456
17199,37.730353,-88.930018
17201,42.337396,-89.161205
17203,40.789787,-89.210587
18001,40.745733,-84.93613
18003,41.091909,-85.071791
18005,39.205843,-85.897999
18007,40.600939,-87.314786
18009,40.472672,-85.32373
18011,40.050892,-86.469014
18013,39.195113,-86.230121
18015,40.58498,-86.565141
18017,40.753799,-86.355168
18019,38.476217,-85.711122
18021,39.393928,-87.115858
18023,40.305944,-86.477567
18025,38.289433,-86.440871
18027,38.69609,-87.076943
18029,39.14832,-84.973498
18031,39.30598,-85.499831
18033,41.401189,-85.000185
18035,40.227543,-85.399262
18037,38.373344,-86.873385
18039,41.600693,-85.863986
18041,39.639655,-85.185032
18043,38.318081,-85.911847
18045,40.121237,-87.234872
18047,39.409762,-85.066964
18049,41.050384,-86.265006
18051,38.317398,-87.580523
18053,40.515758,-85.654946
18055,39.047147,-87.004771
18057,40.053507,-86.021713
18059,39.822529,-85.77315
18061,38.186454,-86.103766
18063,39.768963,-86.509908
18065,39.929591,-85.397363
18067,40.483537,-86.114118
18069,40.826394,-85.478597
18071,38.911957,-86.042516
18073,41.017688,-87.118814
18075,40.434956,-85.002331
18077,38.783604,-85.44009
18079,38.996229,-85.628103
18081,39.496092,-86.094264
18083,38.688391,-87.420354
18085,41.244293,-85.861575
18087,41.642462,-85.427845
18089,41.472247,-87.374337
18091,41.549013,-86.744739
18093,38.839815,-86.48782
18095,40.166203,-85.722454
18097,39.782976,-86.135794
18099,41.325003,-86.269036
18101,38.705322,-86.801847
18103,40.772883,-86.044258
18105,39.160729,-86.52331
18107,40.040296,-86.892715
18109,39.482646,-86.447457
18111,40.962399,-87.402172
18113,41.404679,-85.417271
18115,38.940527,-84.964299
18117,38.547381,-86.489257
18119,39.317339,-86.838845
18121,39.77425,-87.19695
18123,38.081436,-86.62654
18125,38.397961,-87.232547
18127,41.509914,-87.071313
18129,38.027614,-87.868653
18131,41.045272,-86.692538
18133,39.665548,-86.853373
18135,40.164079,-85.00579
18137,39.100226,-85.260494
18139,39.622379,-85.466446
18141,41.617723,-86.288048
18143,38.679431,-85.751898
18145,39.524135,-85.792174
18147,38.009697,-87.010375
18149,41.284478,-86.644636
18151,41.643467,-85.002405
18153,39.089225,-87.415843
18155,38.825854,-85.029681
18157,40.389133,-86.893554
18159,40.310229,-86.056207
18161,39.623111,-84.925152
18163,38.02007,-87.586166
18165,39.854045,-87.462071
18167,39.429143,-87.390375
18169,40.843747,-85.795192
18171,40.352658,-87.375847
18173,38.097728,-87.272049
18175,38.600613,-86.104751
18177,39.863091,-85.006735
18179,40.735273,-85.212974
18181,40.75095,-86.864293
18183,41.136426,-85.501892
19001,41.328528,-94.478164
19003,41.021656,-94.696906
19005,43.274964,-91.382751
19007,40.744296,-92.873061
19009,41.679178,-94.904312
19011,42.092547,-92.05763
19013,42.471132,-92.3076
19015,42.038642,-93.938358
19017,42.780895,-92.327356
19019,42.470328,-91.838666
19021,42.741522,-95.141432
19023,42.734757,-92.780153
19025,42.38617,-94.643683
19027,42.039492,-94.867647
19029,41.333824,-94.933302
19031,41.77236,-91.132611
19033,43.074975,-93.250965
19035,42.742737,-95.633262
19037,43.059741,-92.31721
19039,41.029191,-93.784096
19041,43.081224,-95.149875
19043,42.840985,-91.323576
19045,41.898073,-90.534243
19047,42.043119,-95.38909
19049,41.68532,-94.040706
19051,40.748089,-92.410345
19053,40.736379,-93.78458
19055,42.472937,-91.366767
19057,40.915339,-91.186925
19059,43.389611,-95.196057
19061,42.463481,-90.878771
19063,43.377984,-94.66937
19065,42.864122,-91.840376
19067,43.052741,-92.787367
19069,42.736545,-93.271415
19071,40.74259,-95.599182
19073,42.042494,-94.388703
19075,42.403339,-92.790244
19077,41.683573,-94.501272
19079,42.390768,-93.709198
19081,43.075411,-93.743697
19083,42.390208,-93.241669
19085,41.688584,-95.827149
19087,40.984802,-91.547259
19089,43.365312,-92.321908
19091,42.782221,-94.202775
19093,42.39186,-95.507421
19095,41.683918,-92.059123
19097,42.164226,-90.574582
19099,41.685551,-93.054147
19101,41.005888,-91.966634
19103,41.670668,-91.590529
19105,42.125118,-91.116914
19107,41.331182,-92.167721
19109,43.212478,-94.213983
19111,40.647588,-91.477157
19113,42.077951,-91.597674
19115,41.218211,-91.256994
19117,41.033344,-93.331467
19119,43.38358,-96.207201
19121,41.330622,-94.015184
19123,41.330797,-92.636366
19125,41.331455,-93.093849
19127,42.041691,-92.981452
19129,41.033703,-95.619101
19131,43.348564,-92.784466
19133,42.049432,-95.956566
19135,41.028847,-92.869642
19137,41.021735,-95.15779
19139,41.483776,-91.118699
19141,43.083746,-95.625624
19143,43.378542,-95.633788
19145,40.73909,-95.14429
19147,43.075337,-94.669055
19149,42.737585,-96.215864
19151,42.734033,-94.678279
19153,41.684816,-93.568971
19155,41.340184,-95.544905
19157,41.684526,-92.522882
19159,40.735334,-94.244251
19161,42.387526,-95.105224
19163,41.642079,-90.622289
19165,41.679014,-95.308917
19167,43.082646,-96.17801
19169,42.037538,-93.466093
19171,42.074848,-92.529411
19173,40.737949,-94.697108
19175,41.02855,-94.245091
19177,40.754117,-91.952943
19179,41.031275,-92.409466
19181,41.332446,-93.568751
19183,41.329401,-91.725052
19185,40.739983,-93.332613
19187,42.433579,-94.175831
19189,43.378124,-93.743488
19191,43.292989,-91.850788
19193,42.39322,-96.053296
19195,43.373491,-93.248533
19197,42.733007,-93.734735
20001,37.884228,-95.300945
20003,38.215114,-95.292046
20005,39.532544,-95.313397
20007,37.222906,-98.685052
20009,38.481239,-98.767837
20011,37.8561,-94.850928
20013,39.825931,-95.569905
20015,37.773649,-96.83884
20017,38.299475,-96.594029
20019,37.154259,-96.245396
20021,37.169392,-94.845698
20023,39.789917,-101.727325
20025,37.233831,-99.813869
20027,39.344964,-97.168853
20029,39.487329,-97.64139
20031,38.23645,-95.729137
20033,37.181442,-99.251293
20035,37.234507,-96.837247
20037,37.505821,-94.853897
20039,39.783542,-100.459708
20041,38.867735,-97.157943
20043,39.788502,-95.147225
20045,38.896417,-95.290947
20047,37.883595,-99.304746
20049,37.456026,-96.244642
20051,38.914597,-99.317313
20053,38.700845,-98.205355
20055,38.049808,-100.739967
20057,37.688416,-99.884748
20059,38.558019,-95.278962
20061,39.002139,-96.7681
20063,38.917239,-100.48736
20065,39.354972,-99.879894
20067,37.547537,-101.299362
20069,37.744513,-100.451716
20071,38.480404,-101.80597
20073,37.879347,-96.241732
20075,37.995244,-101.793689
20077,37.188184,-98.06659
20079,38.050144,-97.436706
20081,37.554979,-100.879952
20083,38.087493,-99.898407
20085,39.411145,-95.794485
20087,39.239644,-95.375314
20089,39.777002,-98.222618
20091,38.883907,-94.82233
20093,37.994461,-101.308136
20095,37.552951,-98.144529
20097,37.561231,-99.286539
20099,37.191468,-95.297473
20101,38.481286,-100.466185
20103,39.189511,-95.038977
20105,39.04728,-98.214284
20107,38.216549,-94.844932
20109,38.91327,-101.157402
20111,38.455403,-96.161641
20113,38.395812,-97.647489
20115,38.359647,-97.102771
20117,39.782709,-96.521243
20119,37.243886,-100.360094
20121,38.566772,-94.832963
20123,39.393026,-98.207362
20125,37.189537,-95.742403
20127,38.688204,-96.651448
20129,37.185249,-101.809516
20131,39.791043,-96.005381
20133,37.564283,-95.315682
20135,38.480437,-99.908745
20137,39.783867,-99.899235
20139,38.650215,-95.708255
20141,39.348261,-98.767942
20143,39.137963,-97.654802
20145,38.181477,-99.234772
20147,39.784506,-99.34215
20149,39.382187,-96.337113
20151,37.647594,-98.74012
20153,39.786198,-101.076738
20155,37.948185,-98.078346
20157,39.828906,-97.650883
20159,38.347178,-98.201415
20161,39.291211,-96.727489
20163,39.346006,-99.324492
20165,38.523596,-99.309184
20167,38.91604,-98.770949
20169,38.791804,-97.651478
20171,38.481877,-100.90636
20173,37.681045,-97.461054
20175,37.18096,-100.855257
20177,39.041805,-95.755664
20179,39.350547,-100.441228
20181,39.351352,-101.719859
20183,39.78466,-98.785429
20185,38.03563,-98.719889
20187,37.565932,-101.789383
20189,37.2017,-101.317268
20191,37.236662,-97.493352
20193,39.357713,-101.083386
20195,38.921302,-99.865423
20197,38.955154,-96.201262
20199,38.926626,-101.771103
20201,39.776714,-97.095611
20203,38.481922,-101.347434
20205,37.558515,-95.745175
20207,37.888193,-95.758469
20209,39.115384,-94.763087
21001,37.105559,-85.28138
21003,36.75077,-86.192458
21005,38.005396,-84.986417
21007,37.051323,-89.010367
21009,36.962805,-85.932108
21011,38.152249,-83.737641
21013,36.728928,-83.680718
21015,38.9589,-84.736371
21017,38.202562,-84.20986
21019,38.360004,-82.681406
21021,37.618104,-84.868352
21023,38.680365,-84.115235
21025,37.517807,-83.317158
21027,37.777988,-86.432919
21029,37.969945,-85.702636
21031,37.207013,-86.682471
21033,37.148642,-87.870509
21035,36.620978,-88.274086
21037,38.946981,-84.379583
21039,36.85718,-88.976614
21041,38.668394,-85.124024
21043,38.309549,-83.048796
21045,37.321962,-84.92822
21047,36.892059,-87.492986
